"","MCPP","year","Offense.Parent.Group","n"
"11107","MONTLAKE/PORTAGE BAY","2019","EXTORTION/BLACKMAIL",1
"11108","MONTLAKE/PORTAGE BAY","2019","FAMILY OFFENSES, NONVIOLENT",1
"11109","MONTLAKE/PORTAGE BAY","2019","FRAUD OFFENSES",24
"11110","MONTLAKE/PORTAGE BAY","2019","LARCENY-THEFT",183
"11111","MONTLAKE/PORTAGE BAY","2019","MOTOR VEHICLE THEFT",20
"11112","MONTLAKE/PORTAGE BAY","2019","ROBBERY",1
"11113","MONTLAKE/PORTAGE BAY","2019","SEX OFFENSES",3
"11114","MONTLAKE/PORTAGE BAY","2019","STOLEN PROPERTY OFFENSES",1
"11115","MONTLAKE/PORTAGE BAY","2019","TRESPASS OF REAL PROPERTY",8
"11116","MONTLAKE/PORTAGE BAY","2019","WEAPON LAW VIOLATIONS",2
"11117","MONTLAKE/PORTAGE BAY","2020","ASSAULT OFFENSES",23
"11118","MONTLAKE/PORTAGE BAY","2020","BURGLARY/BREAKING&ENTERING",108
"11119","MONTLAKE/PORTAGE BAY","2020","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"11120","MONTLAKE/PORTAGE BAY","2020","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",45
"11121","MONTLAKE/PORTAGE BAY","2020","DRIVING UNDER THE INFLUENCE",7
"11122","MONTLAKE/PORTAGE BAY","2020","DRUG/NARCOTIC OFFENSES",5
"11123","MONTLAKE/PORTAGE BAY","2020","FRAUD OFFENSES",165
"11124","MONTLAKE/PORTAGE BAY","2020","LARCENY-THEFT",208
"11125","MONTLAKE/PORTAGE BAY","2020","MOTOR VEHICLE THEFT",26
"11126","MONTLAKE/PORTAGE BAY","2020","SEX OFFENSES",1
"11127","MONTLAKE/PORTAGE BAY","2020","STOLEN PROPERTY OFFENSES",5
"11128","MONTLAKE/PORTAGE BAY","2020","TRESPASS OF REAL PROPERTY",8
"11129","MONTLAKE/PORTAGE BAY","2021","ASSAULT OFFENSES",21
"11130","MONTLAKE/PORTAGE BAY","2021","BURGLARY/BREAKING&ENTERING",92
"11131","MONTLAKE/PORTAGE BAY","2021","COUNTERFEITING/FORGERY",2
"11132","MONTLAKE/PORTAGE BAY","2021","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",58
"11133","MONTLAKE/PORTAGE BAY","2021","DRIVING UNDER THE INFLUENCE",13
"11134","MONTLAKE/PORTAGE BAY","2021","DRUG/NARCOTIC OFFENSES",2
"11135","MONTLAKE/PORTAGE BAY","2021","FRAUD OFFENSES",17
"11136","MONTLAKE/PORTAGE BAY","2021","HOMICIDE OFFENSES",1
"11137","MONTLAKE/PORTAGE BAY","2021","LARCENY-THEFT",300
"11138","MONTLAKE/PORTAGE BAY","2021","MOTOR VEHICLE THEFT",40
"11139","MONTLAKE/PORTAGE BAY","2021","ROBBERY",1
"11140","MONTLAKE/PORTAGE BAY","2021","SEX OFFENSES",2
"11141","MONTLAKE/PORTAGE BAY","2021","STOLEN PROPERTY OFFENSES",1
"11142","MONTLAKE/PORTAGE BAY","2021","TRESPASS OF REAL PROPERTY",13
"11143","MONTLAKE/PORTAGE BAY","2021","WEAPON LAW VIOLATIONS",2
"11144","MONTLAKE/PORTAGE BAY","2022","ASSAULT OFFENSES",31
"11145","MONTLAKE/PORTAGE BAY","2022","BURGLARY/BREAKING&ENTERING",64
"11146","MONTLAKE/PORTAGE BAY","2022","COUNTERFEITING/FORGERY",1
"11147","MONTLAKE/PORTAGE BAY","2022","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",42
"11148","MONTLAKE/PORTAGE BAY","2022","DRIVING UNDER THE INFLUENCE",19
"11149","MONTLAKE/PORTAGE BAY","2022","DRUG/NARCOTIC OFFENSES",4
"11150","MONTLAKE/PORTAGE BAY","2022","EXTORTION/BLACKMAIL",1
"11151","MONTLAKE/PORTAGE BAY","2022","FAMILY OFFENSES, NONVIOLENT",1
"11152","MONTLAKE/PORTAGE BAY","2022","FRAUD OFFENSES",17
"11153","MONTLAKE/PORTAGE BAY","2022","HOMICIDE OFFENSES",1
"11154","MONTLAKE/PORTAGE BAY","2022","LARCENY-THEFT",209
"11155","MONTLAKE/PORTAGE BAY","2022","MOTOR VEHICLE THEFT",44
"11156","MONTLAKE/PORTAGE BAY","2022","ROBBERY",4
"11157","MONTLAKE/PORTAGE BAY","2022","SEX OFFENSES",1
"11158","MONTLAKE/PORTAGE BAY","2022","STOLEN PROPERTY OFFENSES",7
"11159","MONTLAKE/PORTAGE BAY","2022","TRESPASS OF REAL PROPERTY",7
"11160","MONTLAKE/PORTAGE BAY","2022","WEAPON LAW VIOLATIONS",5
"11161","MONTLAKE/PORTAGE BAY","2023","ASSAULT OFFENSES",4
"11162","MONTLAKE/PORTAGE BAY","2023","BURGLARY/BREAKING&ENTERING",8
"11163","MONTLAKE/PORTAGE BAY","2023","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",2
"11164","MONTLAKE/PORTAGE BAY","2023","DRIVING UNDER THE INFLUENCE",1
"11165","MONTLAKE/PORTAGE BAY","2023","DRUG/NARCOTIC OFFENSES",1
"11166","MONTLAKE/PORTAGE BAY","2023","LARCENY-THEFT",14
"11167","MONTLAKE/PORTAGE BAY","2023","MOTOR VEHICLE THEFT",5
"11168","MONTLAKE/PORTAGE BAY","2023","WEAPON LAW VIOLATIONS",1
"11169","MORGAN","","ASSAULT OFFENSES",4
"11170","MORGAN","","BURGLARY/BREAKING&ENTERING",2
"11171","MORGAN","","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",3
"11172","MORGAN","","FRAUD OFFENSES",2
"11173","MORGAN","","LARCENY-THEFT",3
"11174","MORGAN","","MOTOR VEHICLE THEFT",1
"11175","MORGAN","1998","LARCENY-THEFT",1
"11176","MORGAN","2000","SEX OFFENSES",1
"11177","MORGAN","2001","FAMILY OFFENSES, NONVIOLENT",1
"11178","MORGAN","2002","FRAUD OFFENSES",1
"11179","MORGAN","2004","FAMILY OFFENSES, NONVIOLENT",1
"11180","MORGAN","2004","FRAUD OFFENSES",2
"11181","MORGAN","2006","BAD CHECKS",1
"11182","MORGAN","2007","ASSAULT OFFENSES",1
"11183","MORGAN","2007","BAD CHECKS",3
"11184","MORGAN","2007","BURGLARY/BREAKING&ENTERING",1
"11185","MORGAN","2007","EMBEZZLEMENT",2
"11186","MORGAN","2007","FRAUD OFFENSES",9
"11187","MORGAN","2007","LARCENY-THEFT",5
"11188","MORGAN","2008","ARSON",1
"11189","MORGAN","2008","ASSAULT OFFENSES",67
"11190","MORGAN","2008","BAD CHECKS",6
"11191","MORGAN","2008","BURGLARY/BREAKING&ENTERING",72
"11192","MORGAN","2008","COUNTERFEITING/FORGERY",2
"11193","MORGAN","2008","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",64
"11194","MORGAN","2008","DRIVING UNDER THE INFLUENCE",16
"11195","MORGAN","2008","DRUG/NARCOTIC OFFENSES",12
"11196","MORGAN","2008","EMBEZZLEMENT",1
"11197","MORGAN","2008","FAMILY OFFENSES, NONVIOLENT",9
"11198","MORGAN","2008","FRAUD OFFENSES",38
"11199","MORGAN","2008","KIDNAPPING/ABDUCTION",1
"11200","MORGAN","2008","LARCENY-THEFT",158
"11201","MORGAN","2008","LIQUOR LAW VIOLATIONS",4
"11202","MORGAN","2008","MOTOR VEHICLE THEFT",31
"11203","MORGAN","2008","PORNOGRAPHY/OBSCENE MATERIAL",1
"11204","MORGAN","2008","ROBBERY",8
"11205","MORGAN","2008","SEX OFFENSES",1
"11206","MORGAN","2008","STOLEN PROPERTY OFFENSES",1
"11207","MORGAN","2008","TRESPASS OF REAL PROPERTY",2
"11208","MORGAN","2008","WEAPON LAW VIOLATIONS",3
"11209","MORGAN","2009","ASSAULT OFFENSES",77
"11210","MORGAN","2009","BAD CHECKS",9
"11211","MORGAN","2009","BURGLARY/BREAKING&ENTERING",91
"11212","MORGAN","2009","COUNTERFEITING/FORGERY",2
"11213","MORGAN","2009","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",67
"11214","MORGAN","2009","DRIVING UNDER THE INFLUENCE",10
"11215","MORGAN","2009","DRUG/NARCOTIC OFFENSES",7
"11216","MORGAN","2009","EMBEZZLEMENT",1
"11217","MORGAN","2009","FAMILY OFFENSES, NONVIOLENT",10
"11218","MORGAN","2009","FRAUD OFFENSES",40
"11219","MORGAN","2009","LARCENY-THEFT",223
"11220","MORGAN","2009","MOTOR VEHICLE THEFT",54
"11221","MORGAN","2009","ROBBERY",12
"11222","MORGAN","2009","SEX OFFENSES",2
"11223","MORGAN","2009","STOLEN PROPERTY OFFENSES",1
"11224","MORGAN","2009","TRESPASS OF REAL PROPERTY",6
"11225","MORGAN","2009","WEAPON LAW VIOLATIONS",2
"11226","MORGAN","2010","ASSAULT OFFENSES",66
"11227","MORGAN","2010","BAD CHECKS",3
"11228","MORGAN","2010","BURGLARY/BREAKING&ENTERING",99
"11229","MORGAN","2010","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",67
"11230","MORGAN","2010","DRIVING UNDER THE INFLUENCE",14
"11231","MORGAN","2010","DRUG/NARCOTIC OFFENSES",7
"11232","MORGAN","2010","EMBEZZLEMENT",1
"11233","MORGAN","2010","FAMILY OFFENSES, NONVIOLENT",6
"11234","MORGAN","2010","FRAUD OFFENSES",58
"11235","MORGAN","2010","HOMICIDE OFFENSES",1
"11236","MORGAN","2010","LARCENY-THEFT",238
"11237","MORGAN","2010","LIQUOR LAW VIOLATIONS",1
"11238","MORGAN","2010","MOTOR VEHICLE THEFT",52
"11239","MORGAN","2010","PROSTITUTION OFFENSES",1
"11240","MORGAN","2010","ROBBERY",3
"11241","MORGAN","2010","STOLEN PROPERTY OFFENSES",1
"11242","MORGAN","2010","TRESPASS OF REAL PROPERTY",6
"11243","MORGAN","2010","WEAPON LAW VIOLATIONS",1
"11244","MORGAN","2011","ARSON",1
"11245","MORGAN","2011","ASSAULT OFFENSES",67
"11246","MORGAN","2011","BAD CHECKS",3
"11247","MORGAN","2011","BURGLARY/BREAKING&ENTERING",96
"11248","MORGAN","2011","COUNTERFEITING/FORGERY",3
"11249","MORGAN","2011","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",70
"11250","MORGAN","2011","DRIVING UNDER THE INFLUENCE",13
"11251","MORGAN","2011","DRUG/NARCOTIC OFFENSES",11
"11252","MORGAN","2011","FAMILY OFFENSES, NONVIOLENT",9
"11253","MORGAN","2011","FRAUD OFFENSES",42
"11254","MORGAN","2011","KIDNAPPING/ABDUCTION",1
"11255","MORGAN","2011","LARCENY-THEFT",185
"11256","MORGAN","2011","MOTOR VEHICLE THEFT",56
"11257","MORGAN","2011","ROBBERY",8
"11258","MORGAN","2011","STOLEN PROPERTY OFFENSES",1
"11259","MORGAN","2011","TRESPASS OF REAL PROPERTY",2
"11260","MORGAN","2011","WEAPON LAW VIOLATIONS",2
"11261","MORGAN","2012","ASSAULT OFFENSES",61
"11262","MORGAN","2012","BAD CHECKS",12
"11263","MORGAN","2012","BURGLARY/BREAKING&ENTERING",72
"11264","MORGAN","2012","COUNTERFEITING/FORGERY",2
"11265","MORGAN","2012","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",77
"11266","MORGAN","2012","DRIVING UNDER THE INFLUENCE",14
"11267","MORGAN","2012","DRUG/NARCOTIC OFFENSES",7
"11268","MORGAN","2012","FAMILY OFFENSES, NONVIOLENT",6
"11269","MORGAN","2012","FRAUD OFFENSES",61
"11270","MORGAN","2012","HOMICIDE OFFENSES",1
"11271","MORGAN","2012","KIDNAPPING/ABDUCTION",1
"11272","MORGAN","2012","LARCENY-THEFT",207
"11273","MORGAN","2012","LIQUOR LAW VIOLATIONS",1
"11274","MORGAN","2012","MOTOR VEHICLE THEFT",43
"11275","MORGAN","2012","ROBBERY",6
"11276","MORGAN","2012","SEX OFFENSES",2
"11277","MORGAN","2012","WEAPON LAW VIOLATIONS",1
"11278","MORGAN","2013","ASSAULT OFFENSES",58
"11279","MORGAN","2013","BAD CHECKS",11
"11280","MORGAN","2013","BURGLARY/BREAKING&ENTERING",98
"11281","MORGAN","2013","COUNTERFEITING/FORGERY",1
"11282","MORGAN","2013","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",52
"11283","MORGAN","2013","DRIVING UNDER THE INFLUENCE",9
"11284","MORGAN","2013","DRUG/NARCOTIC OFFENSES",3
"11285","MORGAN","2013","FAMILY OFFENSES, NONVIOLENT",15
"11286","MORGAN","2013","FRAUD OFFENSES",50
"11287","MORGAN","2013","KIDNAPPING/ABDUCTION",1
"11288","MORGAN","2013","LARCENY-THEFT",202
"11289","MORGAN","2013","MOTOR VEHICLE THEFT",47
"11290","MORGAN","2013","ROBBERY",5
"11291","MORGAN","2013","SEX OFFENSES",4
"11292","MORGAN","2013","TRESPASS OF REAL PROPERTY",5
"11293","MORGAN","2013","WEAPON LAW VIOLATIONS",3
"11294","MORGAN","2014","ASSAULT OFFENSES",57
"11295","MORGAN","2014","BURGLARY/BREAKING&ENTERING",54
"11296","MORGAN","2014","COUNTERFEITING/FORGERY",2
"11297","MORGAN","2014","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",36
"11298","MORGAN","2014","DRIVING UNDER THE INFLUENCE",3
"11299","MORGAN","2014","DRUG/NARCOTIC OFFENSES",3
"11300","MORGAN","2014","FAMILY OFFENSES, NONVIOLENT",7
"11301","MORGAN","2014","FRAUD OFFENSES",61
"11302","MORGAN","2014","LARCENY-THEFT",143
"11303","MORGAN","2014","MOTOR VEHICLE THEFT",52
"11304","MORGAN","2014","ROBBERY",6
"11305","MORGAN","2014","SEX OFFENSES",3
"11306","MORGAN","2014","TRESPASS OF REAL PROPERTY",10
"11307","MORGAN","2015","ASSAULT OFFENSES",52
"11308","MORGAN","2015","BAD CHECKS",3
"11309","MORGAN","2015","BURGLARY/BREAKING&ENTERING",57
"11310","MORGAN","2015","COUNTERFEITING/FORGERY",2
"11311","MORGAN","2015","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",42
"11312","MORGAN","2015","DRIVING UNDER THE INFLUENCE",7
"11313","MORGAN","2015","DRUG/NARCOTIC OFFENSES",3
"11314","MORGAN","2015","EXTORTION/BLACKMAIL",1
"11315","MORGAN","2015","FAMILY OFFENSES, NONVIOLENT",13
"11316","MORGAN","2015","FRAUD OFFENSES",63
"11317","MORGAN","2015","HOMICIDE OFFENSES",1
"11318","MORGAN","2015","KIDNAPPING/ABDUCTION",1
"11319","MORGAN","2015","LARCENY-THEFT",220
"11320","MORGAN","2015","MOTOR VEHICLE THEFT",62
"11321","MORGAN","2015","ROBBERY",6
"11322","MORGAN","2015","STOLEN PROPERTY OFFENSES",1
"11323","MORGAN","2015","TRESPASS OF REAL PROPERTY",5
"11324","MORGAN","2015","WEAPON LAW VIOLATIONS",4
"11325","MORGAN","2016","ARSON",2
"11326","MORGAN","2016","ASSAULT OFFENSES",57
"11327","MORGAN","2016","BAD CHECKS",11
"11328","MORGAN","2016","BURGLARY/BREAKING&ENTERING",85
"11329","MORGAN","2016","COUNTERFEITING/FORGERY",3
"11330","MORGAN","2016","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",64
"11331","MORGAN","2016","DRIVING UNDER THE INFLUENCE",8
"11332","MORGAN","2016","DRUG/NARCOTIC OFFENSES",4
"11333","MORGAN","2016","EMBEZZLEMENT",1
"11334","MORGAN","2016","FAMILY OFFENSES, NONVIOLENT",8
"11335","MORGAN","2016","FRAUD OFFENSES",56
"11336","MORGAN","2016","LARCENY-THEFT",301
"11337","MORGAN","2016","MOTOR VEHICLE THEFT",69
"11338","MORGAN","2016","ROBBERY",6
"11339","MORGAN","2016","SEX OFFENSES",2
"11340","MORGAN","2016","SEX OFFENSES, CONSENSUAL",1
"11341","MORGAN","2016","STOLEN PROPERTY OFFENSES",1
"11342","MORGAN","2016","TRESPASS OF REAL PROPERTY",3
"11343","MORGAN","2016","WEAPON LAW VIOLATIONS",3
"11344","MORGAN","2017","ARSON",2
"11345","MORGAN","2017","ASSAULT OFFENSES",70
"11346","MORGAN","2017","BAD CHECKS",4
"11347","MORGAN","2017","BURGLARY/BREAKING&ENTERING",62
"11348","MORGAN","2017","COUNTERFEITING/FORGERY",1
"11349","MORGAN","2017","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",74
"11350","MORGAN","2017","DRIVING UNDER THE INFLUENCE",11
"11351","MORGAN","2017","DRUG/NARCOTIC OFFENSES",4
"11352","MORGAN","2017","FAMILY OFFENSES, NONVIOLENT",9
"11353","MORGAN","2017","FRAUD OFFENSES",45
"11354","MORGAN","2017","KIDNAPPING/ABDUCTION",1
"11355","MORGAN","2017","LARCENY-THEFT",243
"11356","MORGAN","2017","MOTOR VEHICLE THEFT",49
"11357","MORGAN","2017","PORNOGRAPHY/OBSCENE MATERIAL",1
"11358","MORGAN","2017","ROBBERY",3
"11359","MORGAN","2017","SEX OFFENSES",4
"11360","MORGAN","2017","SEX OFFENSES, CONSENSUAL",1
"11361","MORGAN","2017","STOLEN PROPERTY OFFENSES",1
"11362","MORGAN","2017","TRESPASS OF REAL PROPERTY",10
"11363","MORGAN","2017","WEAPON LAW VIOLATIONS",1
"11364","MORGAN","2018","ARSON",3
"11365","MORGAN","2018","ASSAULT OFFENSES",52
"11366","MORGAN","2018","BAD CHECKS",1
"11367","MORGAN","2018","BURGLARY/BREAKING&ENTERING",78
"11368","MORGAN","2018","COUNTERFEITING/FORGERY",2
"11369","MORGAN","2018","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",56
"11370","MORGAN","2018","DRIVING UNDER THE INFLUENCE",14
"11371","MORGAN","2018","DRUG/NARCOTIC OFFENSES",6
"11372","MORGAN","2018","EMBEZZLEMENT",1
"11373","MORGAN","2018","FAMILY OFFENSES, NONVIOLENT",6
"11374","MORGAN","2018","FRAUD OFFENSES",47
"11375","MORGAN","2018","HOMICIDE OFFENSES",1
"11376","MORGAN","2018","LARCENY-THEFT",283
"11377","MORGAN","2018","MOTOR VEHICLE THEFT",67
"11378","MORGAN","2018","ROBBERY",6
"11379","MORGAN","2018","SEX OFFENSES",4
"11380","MORGAN","2018","STOLEN PROPERTY OFFENSES",4
"11381","MORGAN","2018","TRESPASS OF REAL PROPERTY",20
"11382","MORGAN","2019","ANIMAL CRUELTY",1
"11383","MORGAN","2019","ASSAULT OFFENSES",82
"11384","MORGAN","2019","BAD CHECKS",4
"11385","MORGAN","2019","BURGLARY/BREAKING&ENTERING",83
"11386","MORGAN","2019","COUNTERFEITING/FORGERY",1
"11387","MORGAN","2019","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",65
"11388","MORGAN","2019","DRIVING UNDER THE INFLUENCE",15
"11389","MORGAN","2019","DRUG/NARCOTIC OFFENSES",4
"11390","MORGAN","2019","EMBEZZLEMENT",1
"11391","MORGAN","2019","FAMILY OFFENSES, NONVIOLENT",1
"11392","MORGAN","2019","FRAUD OFFENSES",33
"11393","MORGAN","2019","LARCENY-THEFT",203
"11394","MORGAN","2019","LIQUOR LAW VIOLATIONS",1
"11395","MORGAN","2019","MOTOR VEHICLE THEFT",55
"11396","MORGAN","2019","PORNOGRAPHY/OBSCENE MATERIAL",1
"11397","MORGAN","2019","ROBBERY",6
"11398","MORGAN","2019","SEX OFFENSES",3
"11399","MORGAN","2019","STOLEN PROPERTY OFFENSES",3
"11400","MORGAN","2019","TRESPASS OF REAL PROPERTY",16
"11401","MORGAN","2019","WEAPON LAW VIOLATIONS",5
"11402","MORGAN","2020","ASSAULT OFFENSES",76
"11403","MORGAN","2020","BAD CHECKS",2
"11404","MORGAN","2020","BURGLARY/BREAKING&ENTERING",53
"11405","MORGAN","2020","COUNTERFEITING/FORGERY",2
"11406","MORGAN","2020","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"11407","MORGAN","2020","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",49
"11408","MORGAN","2020","DRIVING UNDER THE INFLUENCE",16
"11409","MORGAN","2020","DRUG/NARCOTIC OFFENSES",3
"11410","MORGAN","2020","EXTORTION/BLACKMAIL",1
"11411","MORGAN","2020","FAMILY OFFENSES, NONVIOLENT",1
"11412","MORGAN","2020","FRAUD OFFENSES",239
"11413","MORGAN","2020","LARCENY-THEFT",255
"11414","MORGAN","2020","MOTOR VEHICLE THEFT",101
"11415","MORGAN","2020","ROBBERY",8
"11416","MORGAN","2020","SEX OFFENSES",2
"11417","MORGAN","2020","STOLEN PROPERTY OFFENSES",2
"11418","MORGAN","2020","TRESPASS OF REAL PROPERTY",10
"11419","MORGAN","2020","WEAPON LAW VIOLATIONS",2
"11420","MORGAN","2021","ASSAULT OFFENSES",89
"11421","MORGAN","2021","BURGLARY/BREAKING&ENTERING",49
"11422","MORGAN","2021","COUNTERFEITING/FORGERY",5
"11423","MORGAN","2021","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",74
"11424","MORGAN","2021","DRIVING UNDER THE INFLUENCE",10
"11425","MORGAN","2021","EXTORTION/BLACKMAIL",1
"11426","MORGAN","2021","FRAUD OFFENSES",43
"11427","MORGAN","2021","KIDNAPPING/ABDUCTION",4
"11428","MORGAN","2021","LARCENY-THEFT",262
"11429","MORGAN","2021","MOTOR VEHICLE THEFT",68
"11430","MORGAN","2021","ROBBERY",7
"11431","MORGAN","2021","SEX OFFENSES",5
"11432","MORGAN","2021","STOLEN PROPERTY OFFENSES",4
"11433","MORGAN","2021","TRESPASS OF REAL PROPERTY",7
"11434","MORGAN","2021","WEAPON LAW VIOLATIONS",1
"11435","MORGAN","2022","ARSON",2
"11436","MORGAN","2022","ASSAULT OFFENSES",88
"11437","MORGAN","2022","BURGLARY/BREAKING&ENTERING",48
"11438","MORGAN","2022","COUNTERFEITING/FORGERY",2
"11439","MORGAN","2022","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",58
"11440","MORGAN","2022","DRIVING UNDER THE INFLUENCE",11
"11441","MORGAN","2022","EXTORTION/BLACKMAIL",1
"11442","MORGAN","2022","FRAUD OFFENSES",31
"11443","MORGAN","2022","KIDNAPPING/ABDUCTION",5
"11444","MORGAN","2022","LARCENY-THEFT",230
"11445","MORGAN","2022","MOTOR VEHICLE THEFT",107
"11446","MORGAN","2022","ROBBERY",6
"11447","MORGAN","2022","SEX OFFENSES",2
"11448","MORGAN","2022","SEX OFFENSES, CONSENSUAL",1
"11449","MORGAN","2022","STOLEN PROPERTY OFFENSES",2
"11450","MORGAN","2022","TRESPASS OF REAL PROPERTY",3
"11451","MORGAN","2022","WEAPON LAW VIOLATIONS",2
"11452","MORGAN","2023","ASSAULT OFFENSES",9
"11453","MORGAN","2023","BURGLARY/BREAKING&ENTERING",6
"11454","MORGAN","2023","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",10
"11455","MORGAN","2023","DRIVING UNDER THE INFLUENCE",2
"11456","MORGAN","2023","FRAUD OFFENSES",2
"11457","MORGAN","2023","LARCENY-THEFT",41
"11458","MORGAN","2023","MOTOR VEHICLE THEFT",11
"11459","MORGAN","2023","TRESPASS OF REAL PROPERTY",2
"11460","MOUNT BAKER","","ASSAULT OFFENSES",3
"11461","MOUNT BAKER","","BURGLARY/BREAKING&ENTERING",1
"11462","MOUNT BAKER","","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",4
"11463","MOUNT BAKER","","FAMILY OFFENSES, NONVIOLENT",1
"11464","MOUNT BAKER","","FRAUD OFFENSES",2
"11465","MOUNT BAKER","","LARCENY-THEFT",2
"11466","MOUNT BAKER","","MOTOR VEHICLE THEFT",1
"11467","MOUNT BAKER","","SEX OFFENSES",1
"11468","MOUNT BAKER","2000","FRAUD OFFENSES",1
"11469","MOUNT BAKER","2000","LARCENY-THEFT",1
"11470","MOUNT BAKER","2001","FRAUD OFFENSES",1
"11471","MOUNT BAKER","2001","TRESPASS OF REAL PROPERTY",1
"11472","MOUNT BAKER","2003","LARCENY-THEFT",1
"11473","MOUNT BAKER","2005","FRAUD OFFENSES",1
"11474","MOUNT BAKER","2006","BAD CHECKS",1
"11475","MOUNT BAKER","2006","FRAUD OFFENSES",1
"11476","MOUNT BAKER","2007","ASSAULT OFFENSES",1
"11477","MOUNT BAKER","2007","FRAUD OFFENSES",5
"11478","MOUNT BAKER","2007","LARCENY-THEFT",5
"11479","MOUNT BAKER","2008","ARSON",2
"11480","MOUNT BAKER","2008","ASSAULT OFFENSES",132
"11481","MOUNT BAKER","2008","BAD CHECKS",14
"11482","MOUNT BAKER","2008","BURGLARY/BREAKING&ENTERING",126
"11483","MOUNT BAKER","2008","COUNTERFEITING/FORGERY",7
"11484","MOUNT BAKER","2008","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",105
"11485","MOUNT BAKER","2008","DRIVING UNDER THE INFLUENCE",8
"11486","MOUNT BAKER","2008","DRUG/NARCOTIC OFFENSES",22
"11487","MOUNT BAKER","2008","FAMILY OFFENSES, NONVIOLENT",13
"11488","MOUNT BAKER","2008","FRAUD OFFENSES",35
"11489","MOUNT BAKER","2008","KIDNAPPING/ABDUCTION",5
"11490","MOUNT BAKER","2008","LARCENY-THEFT",251
"11491","MOUNT BAKER","2008","LIQUOR LAW VIOLATIONS",2
"11492","MOUNT BAKER","2008","MOTOR VEHICLE THEFT",54
"11493","MOUNT BAKER","2008","PEEPING TOM",1
"11494","MOUNT BAKER","2008","PROSTITUTION OFFENSES",1
"11495","MOUNT BAKER","2008","ROBBERY",37
"11496","MOUNT BAKER","2008","SEX OFFENSES",7
"11497","MOUNT BAKER","2008","STOLEN PROPERTY OFFENSES",4
"11498","MOUNT BAKER","2008","TRESPASS OF REAL PROPERTY",19
"11499","MOUNT BAKER","2008","WEAPON LAW VIOLATIONS",17
"11500","MOUNT BAKER","2009","ARSON",2
"11501","MOUNT BAKER","2009","ASSAULT OFFENSES",143
"11502","MOUNT BAKER","2009","BAD CHECKS",16
"11503","MOUNT BAKER","2009","BURGLARY/BREAKING&ENTERING",126
"11504","MOUNT BAKER","2009","COUNTERFEITING/FORGERY",7
"11505","MOUNT BAKER","2009","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"11506","MOUNT BAKER","2009","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",83
"11507","MOUNT BAKER","2009","DRIVING UNDER THE INFLUENCE",11
"11508","MOUNT BAKER","2009","DRUG/NARCOTIC OFFENSES",28
"11509","MOUNT BAKER","2009","EMBEZZLEMENT",2
"11510","MOUNT BAKER","2009","FAMILY OFFENSES, NONVIOLENT",19
"11511","MOUNT BAKER","2009","FRAUD OFFENSES",42
"11512","MOUNT BAKER","2009","HOMICIDE OFFENSES",1
"11513","MOUNT BAKER","2009","LARCENY-THEFT",243
"11514","MOUNT BAKER","2009","LIQUOR LAW VIOLATIONS",6
"11515","MOUNT BAKER","2009","MOTOR VEHICLE THEFT",32
"11516","MOUNT BAKER","2009","ROBBERY",28
"11517","MOUNT BAKER","2009","SEX OFFENSES",3
"11518","MOUNT BAKER","2009","STOLEN PROPERTY OFFENSES",1
"11519","MOUNT BAKER","2009","TRESPASS OF REAL PROPERTY",22
"11520","MOUNT BAKER","2009","WEAPON LAW VIOLATIONS",10
"11521","MOUNT BAKER","2010","ARSON",2
"11522","MOUNT BAKER","2010","ASSAULT OFFENSES",156
"11523","MOUNT BAKER","2010","BAD CHECKS",7
"11524","MOUNT BAKER","2010","BURGLARY/BREAKING&ENTERING",127
"11525","MOUNT BAKER","2010","COUNTERFEITING/FORGERY",3
"11526","MOUNT BAKER","2010","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",89
"11527","MOUNT BAKER","2010","DRIVING UNDER THE INFLUENCE",10
