"","MCPP","year","Offense.Parent.Group","n"
"10741","MILLER PARK","2014","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",40
"10742","MILLER PARK","2014","DRIVING UNDER THE INFLUENCE",8
"10743","MILLER PARK","2014","DRUG/NARCOTIC OFFENSES",2
"10744","MILLER PARK","2014","EMBEZZLEMENT",2
"10745","MILLER PARK","2014","FAMILY OFFENSES, NONVIOLENT",7
"10746","MILLER PARK","2014","FRAUD OFFENSES",67
"10747","MILLER PARK","2014","LARCENY-THEFT",201
"10748","MILLER PARK","2014","MOTOR VEHICLE THEFT",56
"10749","MILLER PARK","2014","ROBBERY",6
"10750","MILLER PARK","2014","SEX OFFENSES",4
"10751","MILLER PARK","2014","STOLEN PROPERTY OFFENSES",1
"10752","MILLER PARK","2014","TRESPASS OF REAL PROPERTY",4
"10753","MILLER PARK","2014","WEAPON LAW VIOLATIONS",1
"10754","MILLER PARK","2015","ARSON",1
"10755","MILLER PARK","2015","ASSAULT OFFENSES",45
"10756","MILLER PARK","2015","BAD CHECKS",1
"10757","MILLER PARK","2015","BURGLARY/BREAKING&ENTERING",67
"10758","MILLER PARK","2015","COUNTERFEITING/FORGERY",2
"10759","MILLER PARK","2015","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",42
"10760","MILLER PARK","2015","DRIVING UNDER THE INFLUENCE",15
"10761","MILLER PARK","2015","DRUG/NARCOTIC OFFENSES",2
"10762","MILLER PARK","2015","EMBEZZLEMENT",1
"10763","MILLER PARK","2015","FAMILY OFFENSES, NONVIOLENT",7
"10764","MILLER PARK","2015","FRAUD OFFENSES",30
"10765","MILLER PARK","2015","LARCENY-THEFT",178
"10766","MILLER PARK","2015","MOTOR VEHICLE THEFT",43
"10767","MILLER PARK","2015","PEEPING TOM",1
"10768","MILLER PARK","2015","ROBBERY",4
"10769","MILLER PARK","2015","SEX OFFENSES",3
"10770","MILLER PARK","2015","STOLEN PROPERTY OFFENSES",1
"10771","MILLER PARK","2015","TRESPASS OF REAL PROPERTY",11
"10772","MILLER PARK","2015","WEAPON LAW VIOLATIONS",3
"10773","MILLER PARK","2016","ASSAULT OFFENSES",26
"10774","MILLER PARK","2016","BAD CHECKS",2
"10775","MILLER PARK","2016","BURGLARY/BREAKING&ENTERING",73
"10776","MILLER PARK","2016","COUNTERFEITING/FORGERY",1
"10777","MILLER PARK","2016","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"10778","MILLER PARK","2016","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",42
"10779","MILLER PARK","2016","DRIVING UNDER THE INFLUENCE",5
"10780","MILLER PARK","2016","DRUG/NARCOTIC OFFENSES",2
"10781","MILLER PARK","2016","FAMILY OFFENSES, NONVIOLENT",5
"10782","MILLER PARK","2016","FRAUD OFFENSES",36
"10783","MILLER PARK","2016","LARCENY-THEFT",224
"10784","MILLER PARK","2016","MOTOR VEHICLE THEFT",34
"10785","MILLER PARK","2016","ROBBERY",5
"10786","MILLER PARK","2016","SEX OFFENSES",2
"10787","MILLER PARK","2016","STOLEN PROPERTY OFFENSES",1
"10788","MILLER PARK","2016","TRESPASS OF REAL PROPERTY",16
"10789","MILLER PARK","2016","WEAPON LAW VIOLATIONS",2
"10790","MILLER PARK","2017","ARSON",2
"10791","MILLER PARK","2017","ASSAULT OFFENSES",48
"10792","MILLER PARK","2017","BAD CHECKS",5
"10793","MILLER PARK","2017","BURGLARY/BREAKING&ENTERING",84
"10794","MILLER PARK","2017","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",42
"10795","MILLER PARK","2017","DRIVING UNDER THE INFLUENCE",7
"10796","MILLER PARK","2017","DRUG/NARCOTIC OFFENSES",9
"10797","MILLER PARK","2017","EMBEZZLEMENT",1
"10798","MILLER PARK","2017","FAMILY OFFENSES, NONVIOLENT",7
"10799","MILLER PARK","2017","FRAUD OFFENSES",34
"10800","MILLER PARK","2017","KIDNAPPING/ABDUCTION",2
"10801","MILLER PARK","2017","LARCENY-THEFT",197
"10802","MILLER PARK","2017","MOTOR VEHICLE THEFT",37
"10803","MILLER PARK","2017","ROBBERY",8
"10804","MILLER PARK","2017","SEX OFFENSES",2
"10805","MILLER PARK","2017","STOLEN PROPERTY OFFENSES",4
"10806","MILLER PARK","2017","TRESPASS OF REAL PROPERTY",21
"10807","MILLER PARK","2017","WEAPON LAW VIOLATIONS",5
"10808","MILLER PARK","2018","ARSON",1
"10809","MILLER PARK","2018","ASSAULT OFFENSES",65
"10810","MILLER PARK","2018","BAD CHECKS",2
"10811","MILLER PARK","2018","BURGLARY/BREAKING&ENTERING",52
"10812","MILLER PARK","2018","COUNTERFEITING/FORGERY",3
"10813","MILLER PARK","2018","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",26
"10814","MILLER PARK","2018","DRIVING UNDER THE INFLUENCE",10
"10815","MILLER PARK","2018","DRUG/NARCOTIC OFFENSES",5
"10816","MILLER PARK","2018","EXTORTION/BLACKMAIL",1
"10817","MILLER PARK","2018","FAMILY OFFENSES, NONVIOLENT",6
"10818","MILLER PARK","2018","FRAUD OFFENSES",24
"10819","MILLER PARK","2018","KIDNAPPING/ABDUCTION",1
"10820","MILLER PARK","2018","LARCENY-THEFT",141
"10821","MILLER PARK","2018","MOTOR VEHICLE THEFT",31
"10822","MILLER PARK","2018","PROSTITUTION OFFENSES",1
"10823","MILLER PARK","2018","ROBBERY",7
"10824","MILLER PARK","2018","SEX OFFENSES",5
"10825","MILLER PARK","2018","STOLEN PROPERTY OFFENSES",1
"10826","MILLER PARK","2018","TRESPASS OF REAL PROPERTY",29
"10827","MILLER PARK","2018","WEAPON LAW VIOLATIONS",5
"10828","MILLER PARK","2019","ANIMAL CRUELTY",1
"10829","MILLER PARK","2019","ASSAULT OFFENSES",64
"10830","MILLER PARK","2019","BURGLARY/BREAKING&ENTERING",61
"10831","MILLER PARK","2019","COUNTERFEITING/FORGERY",3
"10832","MILLER PARK","2019","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"10833","MILLER PARK","2019","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",45
"10834","MILLER PARK","2019","DRIVING UNDER THE INFLUENCE",6
"10835","MILLER PARK","2019","DRUG/NARCOTIC OFFENSES",7
"10836","MILLER PARK","2019","EXTORTION/BLACKMAIL",1
"10837","MILLER PARK","2019","FAMILY OFFENSES, NONVIOLENT",2
"10838","MILLER PARK","2019","FRAUD OFFENSES",22
"10839","MILLER PARK","2019","KIDNAPPING/ABDUCTION",1
"10840","MILLER PARK","2019","LARCENY-THEFT",155
"10841","MILLER PARK","2019","LIQUOR LAW VIOLATIONS",1
"10842","MILLER PARK","2019","MOTOR VEHICLE THEFT",29
"10843","MILLER PARK","2019","ROBBERY",6
"10844","MILLER PARK","2019","SEX OFFENSES",5
"10845","MILLER PARK","2019","STOLEN PROPERTY OFFENSES",2
"10846","MILLER PARK","2019","TRESPASS OF REAL PROPERTY",23
"10847","MILLER PARK","2020","ASSAULT OFFENSES",52
"10848","MILLER PARK","2020","BAD CHECKS",1
"10849","MILLER PARK","2020","BURGLARY/BREAKING&ENTERING",95
"10850","MILLER PARK","2020","COUNTERFEITING/FORGERY",2
"10851","MILLER PARK","2020","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",47
"10852","MILLER PARK","2020","DRIVING UNDER THE INFLUENCE",6
"10853","MILLER PARK","2020","DRUG/NARCOTIC OFFENSES",3
"10854","MILLER PARK","2020","EMBEZZLEMENT",1
"10855","MILLER PARK","2020","EXTORTION/BLACKMAIL",5
"10856","MILLER PARK","2020","FRAUD OFFENSES",146
"10857","MILLER PARK","2020","LARCENY-THEFT",210
"10858","MILLER PARK","2020","MOTOR VEHICLE THEFT",49
"10859","MILLER PARK","2020","PORNOGRAPHY/OBSCENE MATERIAL",1
"10860","MILLER PARK","2020","ROBBERY",5
"10861","MILLER PARK","2020","SEX OFFENSES",1
"10862","MILLER PARK","2020","STOLEN PROPERTY OFFENSES",1
"10863","MILLER PARK","2020","TRESPASS OF REAL PROPERTY",15
"10864","MILLER PARK","2020","WEAPON LAW VIOLATIONS",1
"10865","MILLER PARK","2021","ARSON",3
"10866","MILLER PARK","2021","ASSAULT OFFENSES",53
"10867","MILLER PARK","2021","BURGLARY/BREAKING&ENTERING",76
"10868","MILLER PARK","2021","COUNTERFEITING/FORGERY",3
"10869","MILLER PARK","2021","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",43
"10870","MILLER PARK","2021","DRIVING UNDER THE INFLUENCE",7
"10871","MILLER PARK","2021","DRUG/NARCOTIC OFFENSES",2
"10872","MILLER PARK","2021","EXTORTION/BLACKMAIL",1
"10873","MILLER PARK","2021","FRAUD OFFENSES",22
"10874","MILLER PARK","2021","KIDNAPPING/ABDUCTION",1
"10875","MILLER PARK","2021","LARCENY-THEFT",221
"10876","MILLER PARK","2021","MOTOR VEHICLE THEFT",45
"10877","MILLER PARK","2021","PEEPING TOM",1
"10878","MILLER PARK","2021","PORNOGRAPHY/OBSCENE MATERIAL",1
"10879","MILLER PARK","2021","ROBBERY",8
"10880","MILLER PARK","2021","SEX OFFENSES",3
"10881","MILLER PARK","2021","STOLEN PROPERTY OFFENSES",3
"10882","MILLER PARK","2021","TRESPASS OF REAL PROPERTY",9
"10883","MILLER PARK","2021","WEAPON LAW VIOLATIONS",4
"10884","MILLER PARK","2022","ARSON",1
"10885","MILLER PARK","2022","ASSAULT OFFENSES",47
"10886","MILLER PARK","2022","BURGLARY/BREAKING&ENTERING",62
"10887","MILLER PARK","2022","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",57
"10888","MILLER PARK","2022","DRIVING UNDER THE INFLUENCE",9
"10889","MILLER PARK","2022","EXTORTION/BLACKMAIL",4
"10890","MILLER PARK","2022","FAMILY OFFENSES, NONVIOLENT",1
"10891","MILLER PARK","2022","FRAUD OFFENSES",18
"10892","MILLER PARK","2022","LARCENY-THEFT",207
"10893","MILLER PARK","2022","MOTOR VEHICLE THEFT",84
"10894","MILLER PARK","2022","PORNOGRAPHY/OBSCENE MATERIAL",1
"10895","MILLER PARK","2022","ROBBERY",5
"10896","MILLER PARK","2022","SEX OFFENSES",3
"10897","MILLER PARK","2022","STOLEN PROPERTY OFFENSES",3
"10898","MILLER PARK","2022","TRESPASS OF REAL PROPERTY",15
"10899","MILLER PARK","2022","WEAPON LAW VIOLATIONS",3
"10900","MILLER PARK","2023","ASSAULT OFFENSES",3
"10901","MILLER PARK","2023","BURGLARY/BREAKING&ENTERING",7
"10902","MILLER PARK","2023","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",6
"10903","MILLER PARK","2023","DRIVING UNDER THE INFLUENCE",2
"10904","MILLER PARK","2023","FRAUD OFFENSES",1
"10905","MILLER PARK","2023","LARCENY-THEFT",19
"10906","MILLER PARK","2023","MOTOR VEHICLE THEFT",5
"10907","MILLER PARK","2023","ROBBERY",1
"10908","MILLER PARK","2023","SEX OFFENSES",1
"10909","MILLER PARK","2023","WEAPON LAW VIOLATIONS",1
"10910","MONTLAKE/PORTAGE BAY","","BURGLARY/BREAKING&ENTERING",1
"10911","MONTLAKE/PORTAGE BAY","","FRAUD OFFENSES",1
"10912","MONTLAKE/PORTAGE BAY","","LARCENY-THEFT",1
"10913","MONTLAKE/PORTAGE BAY","1976","SEX OFFENSES",1
"10914","MONTLAKE/PORTAGE BAY","2003","SEX OFFENSES",1
"10915","MONTLAKE/PORTAGE BAY","2004","FRAUD OFFENSES",1
"10916","MONTLAKE/PORTAGE BAY","2006","FRAUD OFFENSES",1
"10917","MONTLAKE/PORTAGE BAY","2006","LARCENY-THEFT",1
"10918","MONTLAKE/PORTAGE BAY","2007","FRAUD OFFENSES",4
"10919","MONTLAKE/PORTAGE BAY","2007","LARCENY-THEFT",3
"10920","MONTLAKE/PORTAGE BAY","2008","ASSAULT OFFENSES",20
"10921","MONTLAKE/PORTAGE BAY","2008","BAD CHECKS",1
"10922","MONTLAKE/PORTAGE BAY","2008","BURGLARY/BREAKING&ENTERING",63
"10923","MONTLAKE/PORTAGE BAY","2008","COUNTERFEITING/FORGERY",1
"10924","MONTLAKE/PORTAGE BAY","2008","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",50
"10925","MONTLAKE/PORTAGE BAY","2008","DRIVING UNDER THE INFLUENCE",13
"10926","MONTLAKE/PORTAGE BAY","2008","DRUG/NARCOTIC OFFENSES",2
"10927","MONTLAKE/PORTAGE BAY","2008","FAMILY OFFENSES, NONVIOLENT",1
"10928","MONTLAKE/PORTAGE BAY","2008","FRAUD OFFENSES",21
"10929","MONTLAKE/PORTAGE BAY","2008","LARCENY-THEFT",131
"10930","MONTLAKE/PORTAGE BAY","2008","LIQUOR LAW VIOLATIONS",1
"10931","MONTLAKE/PORTAGE BAY","2008","MOTOR VEHICLE THEFT",34
"10932","MONTLAKE/PORTAGE BAY","2008","ROBBERY",2
"10933","MONTLAKE/PORTAGE BAY","2008","TRESPASS OF REAL PROPERTY",4
"10934","MONTLAKE/PORTAGE BAY","2008","WEAPON LAW VIOLATIONS",4
"10935","MONTLAKE/PORTAGE BAY","2009","ASSAULT OFFENSES",26
"10936","MONTLAKE/PORTAGE BAY","2009","BAD CHECKS",6
"10937","MONTLAKE/PORTAGE BAY","2009","BURGLARY/BREAKING&ENTERING",60
"10938","MONTLAKE/PORTAGE BAY","2009","COUNTERFEITING/FORGERY",1
"10939","MONTLAKE/PORTAGE BAY","2009","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",35
"10940","MONTLAKE/PORTAGE BAY","2009","DRIVING UNDER THE INFLUENCE",13
"10941","MONTLAKE/PORTAGE BAY","2009","EMBEZZLEMENT",2
"10942","MONTLAKE/PORTAGE BAY","2009","FAMILY OFFENSES, NONVIOLENT",2
"10943","MONTLAKE/PORTAGE BAY","2009","FRAUD OFFENSES",27
"10944","MONTLAKE/PORTAGE BAY","2009","HOMICIDE OFFENSES",1
"10945","MONTLAKE/PORTAGE BAY","2009","LARCENY-THEFT",149
"10946","MONTLAKE/PORTAGE BAY","2009","LIQUOR LAW VIOLATIONS",1
"10947","MONTLAKE/PORTAGE BAY","2009","MOTOR VEHICLE THEFT",37
"10948","MONTLAKE/PORTAGE BAY","2009","ROBBERY",3
"10949","MONTLAKE/PORTAGE BAY","2009","SEX OFFENSES",1
"10950","MONTLAKE/PORTAGE BAY","2009","TRESPASS OF REAL PROPERTY",2
"10951","MONTLAKE/PORTAGE BAY","2010","ASSAULT OFFENSES",20
"10952","MONTLAKE/PORTAGE BAY","2010","BAD CHECKS",1
"10953","MONTLAKE/PORTAGE BAY","2010","BURGLARY/BREAKING&ENTERING",71
"10954","MONTLAKE/PORTAGE BAY","2010","COUNTERFEITING/FORGERY",1
"10955","MONTLAKE/PORTAGE BAY","2010","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",35
"10956","MONTLAKE/PORTAGE BAY","2010","DRIVING UNDER THE INFLUENCE",8
"10957","MONTLAKE/PORTAGE BAY","2010","DRUG/NARCOTIC OFFENSES",8
"10958","MONTLAKE/PORTAGE BAY","2010","FAMILY OFFENSES, NONVIOLENT",3
"10959","MONTLAKE/PORTAGE BAY","2010","FRAUD OFFENSES",40
"10960","MONTLAKE/PORTAGE BAY","2010","LARCENY-THEFT",211
"10961","MONTLAKE/PORTAGE BAY","2010","LIQUOR LAW VIOLATIONS",1
"10962","MONTLAKE/PORTAGE BAY","2010","MOTOR VEHICLE THEFT",17
"10963","MONTLAKE/PORTAGE BAY","2010","ROBBERY",4
"10964","MONTLAKE/PORTAGE BAY","2010","SEX OFFENSES",2
"10965","MONTLAKE/PORTAGE BAY","2010","TRESPASS OF REAL PROPERTY",2
"10966","MONTLAKE/PORTAGE BAY","2010","WEAPON LAW VIOLATIONS",1
"10967","MONTLAKE/PORTAGE BAY","2011","ASSAULT OFFENSES",21
"10968","MONTLAKE/PORTAGE BAY","2011","BAD CHECKS",2
"10969","MONTLAKE/PORTAGE BAY","2011","BURGLARY/BREAKING&ENTERING",70
"10970","MONTLAKE/PORTAGE BAY","2011","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",33
"10971","MONTLAKE/PORTAGE BAY","2011","DRIVING UNDER THE INFLUENCE",7
"10972","MONTLAKE/PORTAGE BAY","2011","DRUG/NARCOTIC OFFENSES",11
"10973","MONTLAKE/PORTAGE BAY","2011","EMBEZZLEMENT",1
"10974","MONTLAKE/PORTAGE BAY","2011","FAMILY OFFENSES, NONVIOLENT",2
"10975","MONTLAKE/PORTAGE BAY","2011","FRAUD OFFENSES",32
"10976","MONTLAKE/PORTAGE BAY","2011","LARCENY-THEFT",176
"10977","MONTLAKE/PORTAGE BAY","2011","MOTOR VEHICLE THEFT",24
"10978","MONTLAKE/PORTAGE BAY","2011","ROBBERY",1
"10979","MONTLAKE/PORTAGE BAY","2011","STOLEN PROPERTY OFFENSES",1
"10980","MONTLAKE/PORTAGE BAY","2011","TRESPASS OF REAL PROPERTY",5
"10981","MONTLAKE/PORTAGE BAY","2011","WEAPON LAW VIOLATIONS",2
"10982","MONTLAKE/PORTAGE BAY","2012","ASSAULT OFFENSES",14
"10983","MONTLAKE/PORTAGE BAY","2012","BAD CHECKS",2
"10984","MONTLAKE/PORTAGE BAY","2012","BURGLARY/BREAKING&ENTERING",58
"10985","MONTLAKE/PORTAGE BAY","2012","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",31
"10986","MONTLAKE/PORTAGE BAY","2012","DRIVING UNDER THE INFLUENCE",5
"10987","MONTLAKE/PORTAGE BAY","2012","DRUG/NARCOTIC OFFENSES",2
"10988","MONTLAKE/PORTAGE BAY","2012","FAMILY OFFENSES, NONVIOLENT",3
"10989","MONTLAKE/PORTAGE BAY","2012","FRAUD OFFENSES",23
"10990","MONTLAKE/PORTAGE BAY","2012","LARCENY-THEFT",125
"10991","MONTLAKE/PORTAGE BAY","2012","LIQUOR LAW VIOLATIONS",1
"10992","MONTLAKE/PORTAGE BAY","2012","MOTOR VEHICLE THEFT",27
"10993","MONTLAKE/PORTAGE BAY","2012","ROBBERY",2
"10994","MONTLAKE/PORTAGE BAY","2012","SEX OFFENSES",1
"10995","MONTLAKE/PORTAGE BAY","2012","SEX OFFENSES, CONSENSUAL",1
"10996","MONTLAKE/PORTAGE BAY","2012","TRESPASS OF REAL PROPERTY",4
"10997","MONTLAKE/PORTAGE BAY","2013","ARSON",2
"10998","MONTLAKE/PORTAGE BAY","2013","ASSAULT OFFENSES",20
"10999","MONTLAKE/PORTAGE BAY","2013","BAD CHECKS",3
"11000","MONTLAKE/PORTAGE BAY","2013","BURGLARY/BREAKING&ENTERING",67
"11001","MONTLAKE/PORTAGE BAY","2013","COUNTERFEITING/FORGERY",1
"11002","MONTLAKE/PORTAGE BAY","2013","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",65
"11003","MONTLAKE/PORTAGE BAY","2013","DRIVING UNDER THE INFLUENCE",8
"11004","MONTLAKE/PORTAGE BAY","2013","DRUG/NARCOTIC OFFENSES",1
"11005","MONTLAKE/PORTAGE BAY","2013","EXTORTION/BLACKMAIL",1
"11006","MONTLAKE/PORTAGE BAY","2013","FAMILY OFFENSES, NONVIOLENT",4
"11007","MONTLAKE/PORTAGE BAY","2013","FRAUD OFFENSES",20
"11008","MONTLAKE/PORTAGE BAY","2013","LARCENY-THEFT",223
"11009","MONTLAKE/PORTAGE BAY","2013","LIQUOR LAW VIOLATIONS",1
"11010","MONTLAKE/PORTAGE BAY","2013","MOTOR VEHICLE THEFT",53
"11011","MONTLAKE/PORTAGE BAY","2013","ROBBERY",6
"11012","MONTLAKE/PORTAGE BAY","2013","SEX OFFENSES",2
"11013","MONTLAKE/PORTAGE BAY","2013","STOLEN PROPERTY OFFENSES",2
"11014","MONTLAKE/PORTAGE BAY","2013","TRESPASS OF REAL PROPERTY",3
"11015","MONTLAKE/PORTAGE BAY","2013","WEAPON LAW VIOLATIONS",4
"11016","MONTLAKE/PORTAGE BAY","2014","ARSON",1
"11017","MONTLAKE/PORTAGE BAY","2014","ASSAULT OFFENSES",19
"11018","MONTLAKE/PORTAGE BAY","2014","BURGLARY/BREAKING&ENTERING",72
"11019","MONTLAKE/PORTAGE BAY","2014","COUNTERFEITING/FORGERY",1
"11020","MONTLAKE/PORTAGE BAY","2014","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",35
"11021","MONTLAKE/PORTAGE BAY","2014","DRIVING UNDER THE INFLUENCE",9
"11022","MONTLAKE/PORTAGE BAY","2014","EXTORTION/BLACKMAIL",1
"11023","MONTLAKE/PORTAGE BAY","2014","FAMILY OFFENSES, NONVIOLENT",3
"11024","MONTLAKE/PORTAGE BAY","2014","FRAUD OFFENSES",65
"11025","MONTLAKE/PORTAGE BAY","2014","LARCENY-THEFT",329
"11026","MONTLAKE/PORTAGE BAY","2014","MOTOR VEHICLE THEFT",42
"11027","MONTLAKE/PORTAGE BAY","2014","PEEPING TOM",1
"11028","MONTLAKE/PORTAGE BAY","2014","ROBBERY",1
"11029","MONTLAKE/PORTAGE BAY","2014","SEX OFFENSES",3
"11030","MONTLAKE/PORTAGE BAY","2014","STOLEN PROPERTY OFFENSES",2
"11031","MONTLAKE/PORTAGE BAY","2014","TRESPASS OF REAL PROPERTY",3
"11032","MONTLAKE/PORTAGE BAY","2015","ASSAULT OFFENSES",19
"11033","MONTLAKE/PORTAGE BAY","2015","BAD CHECKS",3
"11034","MONTLAKE/PORTAGE BAY","2015","BURGLARY/BREAKING&ENTERING",80
"11035","MONTLAKE/PORTAGE BAY","2015","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",45
"11036","MONTLAKE/PORTAGE BAY","2015","DRIVING UNDER THE INFLUENCE",9
"11037","MONTLAKE/PORTAGE BAY","2015","DRUG/NARCOTIC OFFENSES",1
"11038","MONTLAKE/PORTAGE BAY","2015","FAMILY OFFENSES, NONVIOLENT",1
"11039","MONTLAKE/PORTAGE BAY","2015","FRAUD OFFENSES",32
"11040","MONTLAKE/PORTAGE BAY","2015","LARCENY-THEFT",240
"11041","MONTLAKE/PORTAGE BAY","2015","MOTOR VEHICLE THEFT",24
"11042","MONTLAKE/PORTAGE BAY","2015","ROBBERY",2
"11043","MONTLAKE/PORTAGE BAY","2015","SEX OFFENSES",1
"11044","MONTLAKE/PORTAGE BAY","2015","STOLEN PROPERTY OFFENSES",2
"11045","MONTLAKE/PORTAGE BAY","2015","TRESPASS OF REAL PROPERTY",7
"11046","MONTLAKE/PORTAGE BAY","2015","WEAPON LAW VIOLATIONS",1
"11047","MONTLAKE/PORTAGE BAY","2016","ARSON",1
"11048","MONTLAKE/PORTAGE BAY","2016","ASSAULT OFFENSES",29
"11049","MONTLAKE/PORTAGE BAY","2016","BAD CHECKS",3
"11050","MONTLAKE/PORTAGE BAY","2016","BURGLARY/BREAKING&ENTERING",71
"11051","MONTLAKE/PORTAGE BAY","2016","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",44
"11052","MONTLAKE/PORTAGE BAY","2016","DRIVING UNDER THE INFLUENCE",18
"11053","MONTLAKE/PORTAGE BAY","2016","DRUG/NARCOTIC OFFENSES",7
"11054","MONTLAKE/PORTAGE BAY","2016","EMBEZZLEMENT",1
"11055","MONTLAKE/PORTAGE BAY","2016","FAMILY OFFENSES, NONVIOLENT",2
"11056","MONTLAKE/PORTAGE BAY","2016","FRAUD OFFENSES",39
"11057","MONTLAKE/PORTAGE BAY","2016","LARCENY-THEFT",281
"11058","MONTLAKE/PORTAGE BAY","2016","MOTOR VEHICLE THEFT",36
"11059","MONTLAKE/PORTAGE BAY","2016","ROBBERY",2
"11060","MONTLAKE/PORTAGE BAY","2016","SEX OFFENSES",2
"11061","MONTLAKE/PORTAGE BAY","2016","STOLEN PROPERTY OFFENSES",2
"11062","MONTLAKE/PORTAGE BAY","2016","TRESPASS OF REAL PROPERTY",16
"11063","MONTLAKE/PORTAGE BAY","2016","WEAPON LAW VIOLATIONS",2
"11064","MONTLAKE/PORTAGE BAY","2017","ARSON",2
"11065","MONTLAKE/PORTAGE BAY","2017","ASSAULT OFFENSES",30
"11066","MONTLAKE/PORTAGE BAY","2017","BURGLARY/BREAKING&ENTERING",55
"11067","MONTLAKE/PORTAGE BAY","2017","COUNTERFEITING/FORGERY",2
"11068","MONTLAKE/PORTAGE BAY","2017","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",33
"11069","MONTLAKE/PORTAGE BAY","2017","DRIVING UNDER THE INFLUENCE",18
"11070","MONTLAKE/PORTAGE BAY","2017","DRUG/NARCOTIC OFFENSES",3
"11071","MONTLAKE/PORTAGE BAY","2017","EXTORTION/BLACKMAIL",2
"11072","MONTLAKE/PORTAGE BAY","2017","FAMILY OFFENSES, NONVIOLENT",2
"11073","MONTLAKE/PORTAGE BAY","2017","FRAUD OFFENSES",29
"11074","MONTLAKE/PORTAGE BAY","2017","LARCENY-THEFT",189
"11075","MONTLAKE/PORTAGE BAY","2017","LIQUOR LAW VIOLATIONS",1
"11076","MONTLAKE/PORTAGE BAY","2017","MOTOR VEHICLE THEFT",30
"11077","MONTLAKE/PORTAGE BAY","2017","PEEPING TOM",1
"11078","MONTLAKE/PORTAGE BAY","2017","ROBBERY",1
"11079","MONTLAKE/PORTAGE BAY","2017","STOLEN PROPERTY OFFENSES",4
"11080","MONTLAKE/PORTAGE BAY","2017","TRESPASS OF REAL PROPERTY",11
"11081","MONTLAKE/PORTAGE BAY","2017","WEAPON LAW VIOLATIONS",5
"11082","MONTLAKE/PORTAGE BAY","2018","ASSAULT OFFENSES",20
"11083","MONTLAKE/PORTAGE BAY","2018","BAD CHECKS",2
"11084","MONTLAKE/PORTAGE BAY","2018","BURGLARY/BREAKING&ENTERING",50
"11085","MONTLAKE/PORTAGE BAY","2018","COUNTERFEITING/FORGERY",2
"11086","MONTLAKE/PORTAGE BAY","2018","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",47
"11087","MONTLAKE/PORTAGE BAY","2018","DRIVING UNDER THE INFLUENCE",18
"11088","MONTLAKE/PORTAGE BAY","2018","DRUG/NARCOTIC OFFENSES",6
"11089","MONTLAKE/PORTAGE BAY","2018","EXTORTION/BLACKMAIL",3
"11090","MONTLAKE/PORTAGE BAY","2018","FAMILY OFFENSES, NONVIOLENT",7
"11091","MONTLAKE/PORTAGE BAY","2018","FRAUD OFFENSES",33
"11092","MONTLAKE/PORTAGE BAY","2018","KIDNAPPING/ABDUCTION",1
"11093","MONTLAKE/PORTAGE BAY","2018","LARCENY-THEFT",202
"11094","MONTLAKE/PORTAGE BAY","2018","MOTOR VEHICLE THEFT",19
"11095","MONTLAKE/PORTAGE BAY","2018","ROBBERY",6
"11096","MONTLAKE/PORTAGE BAY","2018","SEX OFFENSES",2
"11097","MONTLAKE/PORTAGE BAY","2018","STOLEN PROPERTY OFFENSES",1
"11098","MONTLAKE/PORTAGE BAY","2018","TRESPASS OF REAL PROPERTY",8
"11099","MONTLAKE/PORTAGE BAY","2018","WEAPON LAW VIOLATIONS",3
"11100","MONTLAKE/PORTAGE BAY","2019","ARSON",1
"11101","MONTLAKE/PORTAGE BAY","2019","ASSAULT OFFENSES",30
"11102","MONTLAKE/PORTAGE BAY","2019","BURGLARY/BREAKING&ENTERING",59
"11103","MONTLAKE/PORTAGE BAY","2019","COUNTERFEITING/FORGERY",5
"11104","MONTLAKE/PORTAGE BAY","2019","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",40
"11105","MONTLAKE/PORTAGE BAY","2019","DRIVING UNDER THE INFLUENCE",11
"11106","MONTLAKE/PORTAGE BAY","2019","DRUG/NARCOTIC OFFENSES",3
