"","year","MCPP","Offense.Parent.Group","n"
"3063",2010,"NORTH ADMIRAL","LIQUOR LAW VIOLATIONS",2
"3064",2010,"NORTH ADMIRAL","MOTOR VEHICLE THEFT",51
"3065",2010,"NORTH ADMIRAL","ROBBERY",9
"3066",2010,"NORTH ADMIRAL","SEX OFFENSES",4
"3067",2010,"NORTH ADMIRAL","TRESPASS OF REAL PROPERTY",3
"3068",2010,"NORTH ADMIRAL","WEAPON LAW VIOLATIONS",3
"3069",2010,"NORTH BEACON HILL","ARSON",1
"3070",2010,"NORTH BEACON HILL","ASSAULT OFFENSES",187
"3071",2010,"NORTH BEACON HILL","BAD CHECKS",8
"3072",2010,"NORTH BEACON HILL","BURGLARY/BREAKING&ENTERING",132
"3073",2010,"NORTH BEACON HILL","COUNTERFEITING/FORGERY",2
"3074",2010,"NORTH BEACON HILL","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"3075",2010,"NORTH BEACON HILL","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",123
"3076",2010,"NORTH BEACON HILL","DRIVING UNDER THE INFLUENCE",16
"3077",2010,"NORTH BEACON HILL","DRUG/NARCOTIC OFFENSES",48
"3078",2010,"NORTH BEACON HILL","EMBEZZLEMENT",2
"3079",2010,"NORTH BEACON HILL","FAMILY OFFENSES, NONVIOLENT",21
"3080",2010,"NORTH BEACON HILL","FRAUD OFFENSES",49
"3081",2010,"NORTH BEACON HILL","HOMICIDE OFFENSES",1
"3082",2010,"NORTH BEACON HILL","KIDNAPPING/ABDUCTION",2
"3083",2010,"NORTH BEACON HILL","LARCENY-THEFT",397
"3084",2010,"NORTH BEACON HILL","LIQUOR LAW VIOLATIONS",8
"3085",2010,"NORTH BEACON HILL","MOTOR VEHICLE THEFT",99
"3086",2010,"NORTH BEACON HILL","PROSTITUTION OFFENSES",10
"3087",2010,"NORTH BEACON HILL","ROBBERY",43
"3088",2010,"NORTH BEACON HILL","SEX OFFENSES",4
"3089",2010,"NORTH BEACON HILL","STOLEN PROPERTY OFFENSES",6
"3090",2010,"NORTH BEACON HILL","TRESPASS OF REAL PROPERTY",27
"3091",2010,"NORTH BEACON HILL","WEAPON LAW VIOLATIONS",9
"3092",2010,"NORTH DELRIDGE","ARSON",2
"3093",2010,"NORTH DELRIDGE","ASSAULT OFFENSES",94
"3094",2010,"NORTH DELRIDGE","BAD CHECKS",4
"3095",2010,"NORTH DELRIDGE","BURGLARY/BREAKING&ENTERING",76
"3096",2010,"NORTH DELRIDGE","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",64
"3097",2010,"NORTH DELRIDGE","DRIVING UNDER THE INFLUENCE",8
"3098",2010,"NORTH DELRIDGE","DRUG/NARCOTIC OFFENSES",10
"3099",2010,"NORTH DELRIDGE","FAMILY OFFENSES, NONVIOLENT",18
"3100",2010,"NORTH DELRIDGE","FRAUD OFFENSES",14
"3101",2010,"NORTH DELRIDGE","LARCENY-THEFT",148
"3102",2010,"NORTH DELRIDGE","MOTOR VEHICLE THEFT",42
"3103",2010,"NORTH DELRIDGE","PROSTITUTION OFFENSES",1
"3104",2010,"NORTH DELRIDGE","ROBBERY",7
"3105",2010,"NORTH DELRIDGE","SEX OFFENSES",4
"3106",2010,"NORTH DELRIDGE","STOLEN PROPERTY OFFENSES",2
"3107",2010,"NORTH DELRIDGE","TRESPASS OF REAL PROPERTY",8
"3108",2010,"NORTH DELRIDGE","WEAPON LAW VIOLATIONS",6
"3109",2010,"NORTHGATE","ARSON",6
"3110",2010,"NORTHGATE","ASSAULT OFFENSES",430
"3111",2010,"NORTHGATE","BAD CHECKS",54
"3112",2010,"NORTHGATE","BURGLARY/BREAKING&ENTERING",330
"3113",2010,"NORTHGATE","COUNTERFEITING/FORGERY",22
"3114",2010,"NORTHGATE","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",257
"3115",2010,"NORTHGATE","DRIVING UNDER THE INFLUENCE",52
"3116",2010,"NORTHGATE","DRUG/NARCOTIC OFFENSES",109
"3117",2010,"NORTHGATE","EMBEZZLEMENT",17
"3118",2010,"NORTHGATE","EXTORTION/BLACKMAIL",1
"3119",2010,"NORTHGATE","FAMILY OFFENSES, NONVIOLENT",51
"3120",2010,"NORTHGATE","FRAUD OFFENSES",166
"3121",2010,"NORTHGATE","HOMICIDE OFFENSES",2
"3122",2010,"NORTHGATE","KIDNAPPING/ABDUCTION",2
"3123",2010,"NORTHGATE","LARCENY-THEFT",1246
"3124",2010,"NORTHGATE","LIQUOR LAW VIOLATIONS",13
"3125",2010,"NORTHGATE","MOTOR VEHICLE THEFT",203
"3126",2010,"NORTHGATE","PEEPING TOM",1
"3127",2010,"NORTHGATE","PROSTITUTION OFFENSES",227
"3128",2010,"NORTHGATE","ROBBERY",72
"3129",2010,"NORTHGATE","SEX OFFENSES",12
"3130",2010,"NORTHGATE","STOLEN PROPERTY OFFENSES",13
"3131",2010,"NORTHGATE","TRESPASS OF REAL PROPERTY",23
"3132",2010,"NORTHGATE","WEAPON LAW VIOLATIONS",20
"3133",2010,"PHINNEY RIDGE","ARSON",1
"3134",2010,"PHINNEY RIDGE","ASSAULT OFFENSES",57
"3135",2010,"PHINNEY RIDGE","BAD CHECKS",3
"3136",2010,"PHINNEY RIDGE","BURGLARY/BREAKING&ENTERING",57
"3137",2010,"PHINNEY RIDGE","COUNTERFEITING/FORGERY",1
"3138",2010,"PHINNEY RIDGE","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",64
"3139",2010,"PHINNEY RIDGE","DRIVING UNDER THE INFLUENCE",22
"3140",2010,"PHINNEY RIDGE","DRUG/NARCOTIC OFFENSES",7
"3141",2010,"PHINNEY RIDGE","EMBEZZLEMENT",1
"3142",2010,"PHINNEY RIDGE","FAMILY OFFENSES, NONVIOLENT",9
"3143",2010,"PHINNEY RIDGE","FRAUD OFFENSES",46
"3144",2010,"PHINNEY RIDGE","LARCENY-THEFT",231
"3145",2010,"PHINNEY RIDGE","LIQUOR LAW VIOLATIONS",4
"3146",2010,"PHINNEY RIDGE","MOTOR VEHICLE THEFT",54
"3147",2010,"PHINNEY RIDGE","PROSTITUTION OFFENSES",2
"3148",2010,"PHINNEY RIDGE","ROBBERY",9
"3149",2010,"PHINNEY RIDGE","SEX OFFENSES",2
"3150",2010,"PHINNEY RIDGE","STOLEN PROPERTY OFFENSES",1
"3151",2010,"PHINNEY RIDGE","TRESPASS OF REAL PROPERTY",7
"3152",2010,"PHINNEY RIDGE","WEAPON LAW VIOLATIONS",2
"3153",2010,"PIGEON POINT","ASSAULT OFFENSES",25
"3154",2010,"PIGEON POINT","BURGLARY/BREAKING&ENTERING",15
"3155",2010,"PIGEON POINT","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",4
"3156",2010,"PIGEON POINT","DRIVING UNDER THE INFLUENCE",3
"3157",2010,"PIGEON POINT","DRUG/NARCOTIC OFFENSES",3
"3158",2010,"PIGEON POINT","FAMILY OFFENSES, NONVIOLENT",4
"3159",2010,"PIGEON POINT","FRAUD OFFENSES",1
"3160",2010,"PIGEON POINT","LARCENY-THEFT",34
"3161",2010,"PIGEON POINT","MOTOR VEHICLE THEFT",8
"3162",2010,"PIGEON POINT","ROBBERY",2
"3163",2010,"PIGEON POINT","STOLEN PROPERTY OFFENSES",2
"3164",2010,"PIGEON POINT","TRESPASS OF REAL PROPERTY",2
"3165",2010,"PIGEON POINT","WEAPON LAW VIOLATIONS",1
"3166",2010,"PIONEER SQUARE","ARSON",2
"3167",2010,"PIONEER SQUARE","ASSAULT OFFENSES",189
"3168",2010,"PIONEER SQUARE","BAD CHECKS",4
"3169",2010,"PIONEER SQUARE","BURGLARY/BREAKING&ENTERING",35
"3170",2010,"PIONEER SQUARE","COUNTERFEITING/FORGERY",4
"3171",2010,"PIONEER SQUARE","CURFEW/LOITERING/VAGRANCY VIOLATIONS",22
"3172",2010,"PIONEER SQUARE","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",79
"3173",2010,"PIONEER SQUARE","DRIVING UNDER THE INFLUENCE",38
"3174",2010,"PIONEER SQUARE","DRUG/NARCOTIC OFFENSES",116
"3175",2010,"PIONEER SQUARE","EMBEZZLEMENT",3
"3176",2010,"PIONEER SQUARE","FAMILY OFFENSES, NONVIOLENT",5
"3177",2010,"PIONEER SQUARE","FRAUD OFFENSES",22
"3178",2010,"PIONEER SQUARE","LARCENY-THEFT",374
"3179",2010,"PIONEER SQUARE","LIQUOR LAW VIOLATIONS",23
"3180",2010,"PIONEER SQUARE","MOTOR VEHICLE THEFT",27
"3181",2010,"PIONEER SQUARE","PROSTITUTION OFFENSES",5
"3182",2010,"PIONEER SQUARE","ROBBERY",24
"3183",2010,"PIONEER SQUARE","SEX OFFENSES",4
"3184",2010,"PIONEER SQUARE","STOLEN PROPERTY OFFENSES",3
"3185",2010,"PIONEER SQUARE","TRESPASS OF REAL PROPERTY",59
"3186",2010,"PIONEER SQUARE","WEAPON LAW VIOLATIONS",13
"3187",2010,"QUEEN ANNE","ARSON",11
"3188",2010,"QUEEN ANNE","ASSAULT OFFENSES",321
"3189",2010,"QUEEN ANNE","BAD CHECKS",27
"3190",2010,"QUEEN ANNE","BURGLARY/BREAKING&ENTERING",347
"3191",2010,"QUEEN ANNE","COUNTERFEITING/FORGERY",6
"3192",2010,"QUEEN ANNE","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",286
"3193",2010,"QUEEN ANNE","DRIVING UNDER THE INFLUENCE",104
"3194",2010,"QUEEN ANNE","DRUG/NARCOTIC OFFENSES",45
"3195",2010,"QUEEN ANNE","EMBEZZLEMENT",7
"3196",2010,"QUEEN ANNE","EXTORTION/BLACKMAIL",1
"3197",2010,"QUEEN ANNE","FAMILY OFFENSES, NONVIOLENT",27
"3198",2010,"QUEEN ANNE","FRAUD OFFENSES",175
"3199",2010,"QUEEN ANNE","HOMICIDE OFFENSES",1
"3200",2010,"QUEEN ANNE","KIDNAPPING/ABDUCTION",1
"3201",2010,"QUEEN ANNE","LARCENY-THEFT",1223
"3202",2010,"QUEEN ANNE","LIQUOR LAW VIOLATIONS",9
"3203",2010,"QUEEN ANNE","MOTOR VEHICLE THEFT",222
"3204",2010,"QUEEN ANNE","PEEPING TOM",1
"3205",2010,"QUEEN ANNE","PROSTITUTION OFFENSES",4
"3206",2010,"QUEEN ANNE","ROBBERY",32
"3207",2010,"QUEEN ANNE","SEX OFFENSES",9
"3208",2010,"QUEEN ANNE","STOLEN PROPERTY OFFENSES",5
"3209",2010,"QUEEN ANNE","TRESPASS OF REAL PROPERTY",49
"3210",2010,"QUEEN ANNE","WEAPON LAW VIOLATIONS",15
"3211",2010,"RAINIER BEACH","ARSON",1
"3212",2010,"RAINIER BEACH","ASSAULT OFFENSES",163
"3213",2010,"RAINIER BEACH","BAD CHECKS",12
"3214",2010,"RAINIER BEACH","BURGLARY/BREAKING&ENTERING",102
"3215",2010,"RAINIER BEACH","COUNTERFEITING/FORGERY",3
"3216",2010,"RAINIER BEACH","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",79
"3217",2010,"RAINIER BEACH","DRIVING UNDER THE INFLUENCE",7
"3218",2010,"RAINIER BEACH","DRUG/NARCOTIC OFFENSES",39
"3219",2010,"RAINIER BEACH","EMBEZZLEMENT",1
"3220",2010,"RAINIER BEACH","EXTORTION/BLACKMAIL",1
"3221",2010,"RAINIER BEACH","FAMILY OFFENSES, NONVIOLENT",30
"3222",2010,"RAINIER BEACH","FRAUD OFFENSES",20
"3223",2010,"RAINIER BEACH","GAMBLING OFFENSES",1
"3224",2010,"RAINIER BEACH","KIDNAPPING/ABDUCTION",2
"3225",2010,"RAINIER BEACH","LARCENY-THEFT",262
"3226",2010,"RAINIER BEACH","LIQUOR LAW VIOLATIONS",7
"3227",2010,"RAINIER BEACH","MOTOR VEHICLE THEFT",74
"3228",2010,"RAINIER BEACH","PEEPING TOM",1
"3229",2010,"RAINIER BEACH","PROSTITUTION OFFENSES",1
"3230",2010,"RAINIER BEACH","ROBBERY",45
"3231",2010,"RAINIER BEACH","SEX OFFENSES",5
"3232",2010,"RAINIER BEACH","SEX OFFENSES, CONSENSUAL",1
"3233",2010,"RAINIER BEACH","STOLEN PROPERTY OFFENSES",4
"3234",2010,"RAINIER BEACH","TRESPASS OF REAL PROPERTY",40
"3235",2010,"RAINIER BEACH","WEAPON LAW VIOLATIONS",20
"3236",2010,"RAINIER VIEW","ARSON",3
"3237",2010,"RAINIER VIEW","ASSAULT OFFENSES",127
"3238",2010,"RAINIER VIEW","BAD CHECKS",4
"3239",2010,"RAINIER VIEW","BURGLARY/BREAKING&ENTERING",154
"3240",2010,"RAINIER VIEW","COUNTERFEITING/FORGERY",3
"3241",2010,"RAINIER VIEW","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",90
"3242",2010,"RAINIER VIEW","DRIVING UNDER THE INFLUENCE",11
"3243",2010,"RAINIER VIEW","DRUG/NARCOTIC OFFENSES",16
"3244",2010,"RAINIER VIEW","EMBEZZLEMENT",1
"3245",2010,"RAINIER VIEW","EXTORTION/BLACKMAIL",1
"3246",2010,"RAINIER VIEW","FAMILY OFFENSES, NONVIOLENT",14
"3247",2010,"RAINIER VIEW","FRAUD OFFENSES",35
"3248",2010,"RAINIER VIEW","KIDNAPPING/ABDUCTION",1
"3249",2010,"RAINIER VIEW","LARCENY-THEFT",222
"3250",2010,"RAINIER VIEW","LIQUOR LAW VIOLATIONS",1
"3251",2010,"RAINIER VIEW","MOTOR VEHICLE THEFT",90
"3252",2010,"RAINIER VIEW","PROSTITUTION OFFENSES",1
"3253",2010,"RAINIER VIEW","ROBBERY",14
"3254",2010,"RAINIER VIEW","SEX OFFENSES",6
"3255",2010,"RAINIER VIEW","STOLEN PROPERTY OFFENSES",2
"3256",2010,"RAINIER VIEW","TRESPASS OF REAL PROPERTY",5
"3257",2010,"RAINIER VIEW","WEAPON LAW VIOLATIONS",16
"3258",2010,"ROOSEVELT/RAVENNA","ARSON",2
"3259",2010,"ROOSEVELT/RAVENNA","ASSAULT OFFENSES",159
"3260",2010,"ROOSEVELT/RAVENNA","BAD CHECKS",38
"3261",2010,"ROOSEVELT/RAVENNA","BURGLARY/BREAKING&ENTERING",245
"3262",2010,"ROOSEVELT/RAVENNA","COUNTERFEITING/FORGERY",4
"3263",2010,"ROOSEVELT/RAVENNA","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"3264",2010,"ROOSEVELT/RAVENNA","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",204
"3265",2010,"ROOSEVELT/RAVENNA","DRIVING UNDER THE INFLUENCE",28
"3266",2010,"ROOSEVELT/RAVENNA","DRUG/NARCOTIC OFFENSES",28
"3267",2010,"ROOSEVELT/RAVENNA","EMBEZZLEMENT",5
"3268",2010,"ROOSEVELT/RAVENNA","EXTORTION/BLACKMAIL",1
"3269",2010,"ROOSEVELT/RAVENNA","FAMILY OFFENSES, NONVIOLENT",11
"3270",2010,"ROOSEVELT/RAVENNA","FRAUD OFFENSES",109
"3271",2010,"ROOSEVELT/RAVENNA","LARCENY-THEFT",1057
"3272",2010,"ROOSEVELT/RAVENNA","LIQUOR LAW VIOLATIONS",10
"3273",2010,"ROOSEVELT/RAVENNA","MOTOR VEHICLE THEFT",166
"3274",2010,"ROOSEVELT/RAVENNA","PORNOGRAPHY/OBSCENE MATERIAL",1
"3275",2010,"ROOSEVELT/RAVENNA","PROSTITUTION OFFENSES",4
"3276",2010,"ROOSEVELT/RAVENNA","ROBBERY",29
"3277",2010,"ROOSEVELT/RAVENNA","SEX OFFENSES",9
"3278",2010,"ROOSEVELT/RAVENNA","SEX OFFENSES, CONSENSUAL",1
"3279",2010,"ROOSEVELT/RAVENNA","STOLEN PROPERTY OFFENSES",6
"3280",2010,"ROOSEVELT/RAVENNA","TRESPASS OF REAL PROPERTY",13
"3281",2010,"ROOSEVELT/RAVENNA","WEAPON LAW VIOLATIONS",9
"3282",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","ARSON",2
"3283",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","ASSAULT OFFENSES",127
"3284",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","BAD CHECKS",9
"3285",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","BURGLARY/BREAKING&ENTERING",115
"3286",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","COUNTERFEITING/FORGERY",6
"3287",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",81
"3288",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","DRIVING UNDER THE INFLUENCE",13
"3289",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","DRUG/NARCOTIC OFFENSES",12
"3290",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","EMBEZZLEMENT",1
"3291",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","EXTORTION/BLACKMAIL",1
"3292",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","FAMILY OFFENSES, NONVIOLENT",22
"3293",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","FRAUD OFFENSES",36
"3294",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","HOMICIDE OFFENSES",1
"3295",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","KIDNAPPING/ABDUCTION",2
"3296",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","LARCENY-THEFT",362
"3297",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","LIQUOR LAW VIOLATIONS",3
"3298",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","MOTOR VEHICLE THEFT",55
"3299",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","ROBBERY",16
"3300",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","SEX OFFENSES",4
"3301",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","TRESPASS OF REAL PROPERTY",5
"3302",2010,"ROXHILL/WESTWOOD/ARBOR HEIGHTS","WEAPON LAW VIOLATIONS",4
"3303",2010,"SANDPOINT","ASSAULT OFFENSES",116
"3304",2010,"SANDPOINT","BAD CHECKS",16
"3305",2010,"SANDPOINT","BURGLARY/BREAKING&ENTERING",219
"3306",2010,"SANDPOINT","COUNTERFEITING/FORGERY",11
"3307",2010,"SANDPOINT","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",132
"3308",2010,"SANDPOINT","DRIVING UNDER THE INFLUENCE",13
"3309",2010,"SANDPOINT","DRUG/NARCOTIC OFFENSES",14
"3310",2010,"SANDPOINT","EMBEZZLEMENT",1
"3311",2010,"SANDPOINT","FAMILY OFFENSES, NONVIOLENT",47
"3312",2010,"SANDPOINT","FRAUD OFFENSES",112
"3313",2010,"SANDPOINT","KIDNAPPING/ABDUCTION",1
"3314",2010,"SANDPOINT","LARCENY-THEFT",566
"3315",2010,"SANDPOINT","LIQUOR LAW VIOLATIONS",2
"3316",2010,"SANDPOINT","MOTOR VEHICLE THEFT",86
"3317",2010,"SANDPOINT","ROBBERY",6
"3318",2010,"SANDPOINT","SEX OFFENSES",3
"3319",2010,"SANDPOINT","SEX OFFENSES, CONSENSUAL",2
"3320",2010,"SANDPOINT","STOLEN PROPERTY OFFENSES",3
"3321",2010,"SANDPOINT","TRESPASS OF REAL PROPERTY",10
"3322",2010,"SANDPOINT","WEAPON LAW VIOLATIONS",9
"3323",2010,"SLU/CASCADE","ARSON",3
"3324",2010,"SLU/CASCADE","ASSAULT OFFENSES",498
"3325",2010,"SLU/CASCADE","BAD CHECKS",24
"3326",2010,"SLU/CASCADE","BURGLARY/BREAKING&ENTERING",216
"3327",2010,"SLU/CASCADE","COUNTERFEITING/FORGERY",13
"3328",2010,"SLU/CASCADE","CURFEW/LOITERING/VAGRANCY VIOLATIONS",11
"3329",2010,"SLU/CASCADE","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",258
"3330",2010,"SLU/CASCADE","DRIVING UNDER THE INFLUENCE",77
"3331",2010,"SLU/CASCADE","DRUG/NARCOTIC OFFENSES",199
"3332",2010,"SLU/CASCADE","EMBEZZLEMENT",3
"3333",2010,"SLU/CASCADE","EXTORTION/BLACKMAIL",2
"3334",2010,"SLU/CASCADE","FAMILY OFFENSES, NONVIOLENT",31
"3335",2010,"SLU/CASCADE","FRAUD OFFENSES",116
"3336",2010,"SLU/CASCADE","HOMICIDE OFFENSES",2
"3337",2010,"SLU/CASCADE","LARCENY-THEFT",1222
"3338",2010,"SLU/CASCADE","LIQUOR LAW VIOLATIONS",18
"3339",2010,"SLU/CASCADE","MOTOR VEHICLE THEFT",84
"3340",2010,"SLU/CASCADE","PORNOGRAPHY/OBSCENE MATERIAL",2
"3341",2010,"SLU/CASCADE","PROSTITUTION OFFENSES",149
"3342",2010,"SLU/CASCADE","ROBBERY",69
"3343",2010,"SLU/CASCADE","SEX OFFENSES",20
"3344",2010,"SLU/CASCADE","STOLEN PROPERTY OFFENSES",6
"3345",2010,"SLU/CASCADE","TRESPASS OF REAL PROPERTY",77
"3346",2010,"SLU/CASCADE","WEAPON LAW VIOLATIONS",21
"3347",2010,"SODO","ASSAULT OFFENSES",162
"3348",2010,"SODO","BAD CHECKS",13
"3349",2010,"SODO","BURGLARY/BREAKING&ENTERING",80
"3350",2010,"SODO","COUNTERFEITING/FORGERY",4
"3351",2010,"SODO","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"3352",2010,"SODO","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",97
"3353",2010,"SODO","DRIVING UNDER THE INFLUENCE",21
"3354",2010,"SODO","DRUG/NARCOTIC OFFENSES",47
"3355",2010,"SODO","EMBEZZLEMENT",6
"3356",2010,"SODO","EXTORTION/BLACKMAIL",1
"3357",2010,"SODO","FAMILY OFFENSES, NONVIOLENT",1
"3358",2010,"SODO","FRAUD OFFENSES",36
"3359",2010,"SODO","KIDNAPPING/ABDUCTION",1
"3360",2010,"SODO","LARCENY-THEFT",459
"3361",2010,"SODO","LIQUOR LAW VIOLATIONS",11
"3362",2010,"SODO","MOTOR VEHICLE THEFT",54
"3363",2010,"SODO","PORNOGRAPHY/OBSCENE MATERIAL",1
"3364",2010,"SODO","PROSTITUTION OFFENSES",5
"3365",2010,"SODO","ROBBERY",16
"3366",2010,"SODO","SEX OFFENSES",3
"3367",2010,"SODO","STOLEN PROPERTY OFFENSES",4
"3368",2010,"SODO","TRESPASS OF REAL PROPERTY",29
"3369",2010,"SODO","WEAPON LAW VIOLATIONS",22
"3370",2010,"SOUTH BEACON HILL","ARSON",1
"3371",2010,"SOUTH BEACON HILL","ASSAULT OFFENSES",56
"3372",2010,"SOUTH BEACON HILL","BAD CHECKS",4
"3373",2010,"SOUTH BEACON HILL","BURGLARY/BREAKING&ENTERING",75
"3374",2010,"SOUTH BEACON HILL","COUNTERFEITING/FORGERY",1
"3375",2010,"SOUTH BEACON HILL","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",49
"3376",2010,"SOUTH BEACON HILL","DRIVING UNDER THE INFLUENCE",2
"3377",2010,"SOUTH BEACON HILL","DRUG/NARCOTIC OFFENSES",3
"3378",2010,"SOUTH BEACON HILL","FAMILY OFFENSES, NONVIOLENT",13
"3379",2010,"SOUTH BEACON HILL","FRAUD OFFENSES",22
"3380",2010,"SOUTH BEACON HILL","LARCENY-THEFT",67
"3381",2010,"SOUTH BEACON HILL","LIQUOR LAW VIOLATIONS",1
"3382",2010,"SOUTH BEACON HILL","MOTOR VEHICLE THEFT",24
"3383",2010,"SOUTH BEACON HILL","ROBBERY",13
"3384",2010,"SOUTH BEACON HILL","SEX OFFENSES",3
"3385",2010,"SOUTH BEACON HILL","TRESPASS OF REAL PROPERTY",3
"3386",2010,"SOUTH BEACON HILL","WEAPON LAW VIOLATIONS",6
"3387",2010,"SOUTH DELRIDGE","ASSAULT OFFENSES",45
"3388",2010,"SOUTH DELRIDGE","BURGLARY/BREAKING&ENTERING",32
"3389",2010,"SOUTH DELRIDGE","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",42
"3390",2010,"SOUTH DELRIDGE","DRIVING UNDER THE INFLUENCE",7
"3391",2010,"SOUTH DELRIDGE","DRUG/NARCOTIC OFFENSES",7
"3392",2010,"SOUTH DELRIDGE","EMBEZZLEMENT",1
"3393",2010,"SOUTH DELRIDGE","FAMILY OFFENSES, NONVIOLENT",10
"3394",2010,"SOUTH DELRIDGE","FRAUD OFFENSES",5
"3395",2010,"SOUTH DELRIDGE","LARCENY-THEFT",36
"3396",2010,"SOUTH DELRIDGE","LIQUOR LAW VIOLATIONS",1
"3397",2010,"SOUTH DELRIDGE","MOTOR VEHICLE THEFT",14
"3398",2010,"SOUTH DELRIDGE","ROBBERY",11
"3399",2010,"SOUTH DELRIDGE","SEX OFFENSES",4
"3400",2010,"SOUTH DELRIDGE","STOLEN PROPERTY OFFENSES",2
"3401",2010,"SOUTH DELRIDGE","TRESPASS OF REAL PROPERTY",2
"3402",2010,"SOUTH DELRIDGE","WEAPON LAW VIOLATIONS",4
"3403",2010,"SOUTH PARK","ARSON",2
"3404",2010,"SOUTH PARK","ASSAULT OFFENSES",114
"3405",2010,"SOUTH PARK","BAD CHECKS",8
"3406",2010,"SOUTH PARK","BURGLARY/BREAKING&ENTERING",65
"3407",2010,"SOUTH PARK","COUNTERFEITING/FORGERY",3
"3408",2010,"SOUTH PARK","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",68
"3409",2010,"SOUTH PARK","DRIVING UNDER THE INFLUENCE",14
"3410",2010,"SOUTH PARK","DRUG/NARCOTIC OFFENSES",10
"3411",2010,"SOUTH PARK","FAMILY OFFENSES, NONVIOLENT",20
"3412",2010,"SOUTH PARK","FRAUD OFFENSES",17
"3413",2010,"SOUTH PARK","KIDNAPPING/ABDUCTION",2
"3414",2010,"SOUTH PARK","LARCENY-THEFT",109
"3415",2010,"SOUTH PARK","LIQUOR LAW VIOLATIONS",2
"3416",2010,"SOUTH PARK","MOTOR VEHICLE THEFT",29
"3417",2010,"SOUTH PARK","PROSTITUTION OFFENSES",1
"3418",2010,"SOUTH PARK","ROBBERY",12
"3419",2010,"SOUTH PARK","SEX OFFENSES",6
"3420",2010,"SOUTH PARK","STOLEN PROPERTY OFFENSES",4
"3421",2010,"SOUTH PARK","TRESPASS OF REAL PROPERTY",7
"3422",2010,"SOUTH PARK","WEAPON LAW VIOLATIONS",9
"3423",2010,"UNIVERSITY","ARSON",13
"3424",2010,"UNIVERSITY","ASSAULT OFFENSES",286
"3425",2010,"UNIVERSITY","BAD CHECKS",13
"3426",2010,"UNIVERSITY","BURGLARY/BREAKING&ENTERING",237
"3427",2010,"UNIVERSITY","COUNTERFEITING/FORGERY",9
"3428",2010,"UNIVERSITY","CURFEW/LOITERING/VAGRANCY VIOLATIONS",5
"3429",2010,"UNIVERSITY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",300
"3430",2010,"UNIVERSITY","DRIVING UNDER THE INFLUENCE",28
"3431",2010,"UNIVERSITY","DRUG/NARCOTIC OFFENSES",77
"3432",2010,"UNIVERSITY","EMBEZZLEMENT",5
"3433",2010,"UNIVERSITY","FAMILY OFFENSES, NONVIOLENT",7
"3434",2010,"UNIVERSITY","FRAUD OFFENSES",85
"3435",2010,"UNIVERSITY","LARCENY-THEFT",870
"3436",2010,"UNIVERSITY","LIQUOR LAW VIOLATIONS",14
"3437",2010,"UNIVERSITY","MOTOR VEHICLE THEFT",160
"3438",2010,"UNIVERSITY","PEEPING TOM",2
"3439",2010,"UNIVERSITY","PROSTITUTION OFFENSES",1
