"","year","MCPP","Offense.Parent.Group","n"
"13575",2019,"PHINNEY RIDGE","MOTOR VEHICLE THEFT",52
"13576",2019,"PHINNEY RIDGE","ROBBERY",2
"13577",2019,"PHINNEY RIDGE","STOLEN PROPERTY OFFENSES",1
"13578",2019,"PHINNEY RIDGE","TRESPASS OF REAL PROPERTY",10
"13579",2019,"PHINNEY RIDGE","WEAPON LAW VIOLATIONS",4
"13580",2019,"PIGEON POINT","ASSAULT OFFENSES",8
"13581",2019,"PIGEON POINT","BAD CHECKS",1
"13582",2019,"PIGEON POINT","BURGLARY/BREAKING&ENTERING",17
"13583",2019,"PIGEON POINT","COUNTERFEITING/FORGERY",1
"13584",2019,"PIGEON POINT","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",5
"13585",2019,"PIGEON POINT","FRAUD OFFENSES",1
"13586",2019,"PIGEON POINT","LARCENY-THEFT",37
"13587",2019,"PIGEON POINT","MOTOR VEHICLE THEFT",6
"13588",2019,"PIGEON POINT","ROBBERY",3
"13589",2019,"PIGEON POINT","TRESPASS OF REAL PROPERTY",1
"13590",2019,"PIONEER SQUARE","ARSON",6
"13591",2019,"PIONEER SQUARE","ASSAULT OFFENSES",438
"13592",2019,"PIONEER SQUARE","BAD CHECKS",3
"13593",2019,"PIONEER SQUARE","BURGLARY/BREAKING&ENTERING",67
"13594",2019,"PIONEER SQUARE","COUNTERFEITING/FORGERY",2
"13595",2019,"PIONEER SQUARE","CURFEW/LOITERING/VAGRANCY VIOLATIONS",3
"13596",2019,"PIONEER SQUARE","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",121
"13597",2019,"PIONEER SQUARE","DRIVING UNDER THE INFLUENCE",32
"13598",2019,"PIONEER SQUARE","DRUG/NARCOTIC OFFENSES",60
"13599",2019,"PIONEER SQUARE","EMBEZZLEMENT",2
"13600",2019,"PIONEER SQUARE","FAMILY OFFENSES, NONVIOLENT",4
"13601",2019,"PIONEER SQUARE","FRAUD OFFENSES",50
"13602",2019,"PIONEER SQUARE","KIDNAPPING/ABDUCTION",1
"13603",2019,"PIONEER SQUARE","LARCENY-THEFT",415
"13604",2019,"PIONEER SQUARE","LIQUOR LAW VIOLATIONS",1
"13605",2019,"PIONEER SQUARE","MOTOR VEHICLE THEFT",15
"13606",2019,"PIONEER SQUARE","PEEPING TOM",1
"13607",2019,"PIONEER SQUARE","ROBBERY",37
"13608",2019,"PIONEER SQUARE","SEX OFFENSES",12
"13609",2019,"PIONEER SQUARE","STOLEN PROPERTY OFFENSES",11
"13610",2019,"PIONEER SQUARE","TRESPASS OF REAL PROPERTY",100
"13611",2019,"PIONEER SQUARE","WEAPON LAW VIOLATIONS",19
"13612",2019,"QUEEN ANNE","ANIMAL CRUELTY",1
"13613",2019,"QUEEN ANNE","ARSON",5
"13614",2019,"QUEEN ANNE","ASSAULT OFFENSES",394
"13615",2019,"QUEEN ANNE","BAD CHECKS",8
"13616",2019,"QUEEN ANNE","BURGLARY/BREAKING&ENTERING",609
"13617",2019,"QUEEN ANNE","COUNTERFEITING/FORGERY",22
"13618",2019,"QUEEN ANNE","CURFEW/LOITERING/VAGRANCY VIOLATIONS",2
"13619",2019,"QUEEN ANNE","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",300
"13620",2019,"QUEEN ANNE","DRIVING UNDER THE INFLUENCE",60
"13621",2019,"QUEEN ANNE","DRUG/NARCOTIC OFFENSES",37
"13622",2019,"QUEEN ANNE","DRUNKENNESS",1
"13623",2019,"QUEEN ANNE","EMBEZZLEMENT",7
"13624",2019,"QUEEN ANNE","EXTORTION/BLACKMAIL",3
"13625",2019,"QUEEN ANNE","FAMILY OFFENSES, NONVIOLENT",8
"13626",2019,"QUEEN ANNE","FRAUD OFFENSES",210
"13627",2019,"QUEEN ANNE","HOMICIDE OFFENSES",2
"13628",2019,"QUEEN ANNE","KIDNAPPING/ABDUCTION",8
"13629",2019,"QUEEN ANNE","LARCENY-THEFT",1606
"13630",2019,"QUEEN ANNE","LIQUOR LAW VIOLATIONS",21
"13631",2019,"QUEEN ANNE","MOTOR VEHICLE THEFT",236
"13632",2019,"QUEEN ANNE","PEEPING TOM",1
"13633",2019,"QUEEN ANNE","PORNOGRAPHY/OBSCENE MATERIAL",1
"13634",2019,"QUEEN ANNE","ROBBERY",35
"13635",2019,"QUEEN ANNE","SEX OFFENSES",24
"13636",2019,"QUEEN ANNE","STOLEN PROPERTY OFFENSES",24
"13637",2019,"QUEEN ANNE","TRESPASS OF REAL PROPERTY",149
"13638",2019,"QUEEN ANNE","WEAPON LAW VIOLATIONS",12
"13639",2019,"RAINIER BEACH","ASSAULT OFFENSES",159
"13640",2019,"RAINIER BEACH","BURGLARY/BREAKING&ENTERING",37
"13641",2019,"RAINIER BEACH","COUNTERFEITING/FORGERY",5
"13642",2019,"RAINIER BEACH","CURFEW/LOITERING/VAGRANCY VIOLATIONS",3
"13643",2019,"RAINIER BEACH","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",57
"13644",2019,"RAINIER BEACH","DRIVING UNDER THE INFLUENCE",16
"13645",2019,"RAINIER BEACH","DRUG/NARCOTIC OFFENSES",12
"13646",2019,"RAINIER BEACH","DRUNKENNESS",1
"13647",2019,"RAINIER BEACH","EMBEZZLEMENT",1
"13648",2019,"RAINIER BEACH","EXTORTION/BLACKMAIL",1
"13649",2019,"RAINIER BEACH","FAMILY OFFENSES, NONVIOLENT",8
"13650",2019,"RAINIER BEACH","FRAUD OFFENSES",17
